#Time Stamp,seconds since epoch,Input A,Input B,Input C,Input D1,Input D2,Pressure
Wed Mar 15 06:24:45 2017,1489584285.127689,+296.197,+296.217,+294.984,+295.890,+296.975,1.080E-3
Wed Mar 15 06:24:46 2017,1489584286.630255,+296.197,+296.217,+294.984,+295.890,+296.975,1.090E-3
Wed Mar 15 06:24:48 2017,1489584288.132842,+296.198,+296.217,+294.984,+295.890,+296.975,1.090E-3
Wed Mar 15 06:24:49 2017,1489584289.635489,+296.198,+296.217,+294.984,+295.890,+296.975,1.090E-3
Wed Mar 15 06:24:51 2017,1489584291.13806,+296.197,+296.217,+294.984,+295.890,+296.975,1.080E-3
Wed Mar 15 06:24:52 2017,1489584292.640636,+296.197,+296.217,+294.984,+295.890,+296.975,1.090E-3
Wed Mar 15 06:24:54 2017,1489584294.143202,+296.197,+296.217,+294.984,+295.890,+296.975,1.090E-3
Wed Mar 15 06:24:55 2017,1489584295.6458,+296.197,+296.217,+294.984,+295.890,+296.975,1.080E-3
Wed Mar 15 06:24:57 2017,1489584297.148362,+296.198,+296.217,+294.984,+295.890,+296.975,1.090E-3
Wed Mar 15 06:24:58 2017,1489584298.650926,+296.197,+296.217,+294.984,+295.890,+296.975,1.090E-3
Wed Mar 15 06:25:00 2017,1489584300.15349,+296.197,+296.217,+294.984,+295.890,+296.975,1.090E-3
Wed Mar 15 06:25:01 2017,1489584301.656067,+296.198,+296.218,+294.984,+295.890,+296.975,1.090E-3
Wed Mar 15 06:25:03 2017,1489584303.15863,+296.198,+296.217,+294.984,+295.890,+296.975,1.080E-3
Wed Mar 15 06:25:04 2017,1489584304.661214,+296.197,+296.217,+294.983,+295.890,+296.975,1.090E-3
Wed Mar 15 06:25:06 2017,1489584306.163819,+296.197,+296.218,+294.983,+295.890,+296.975,1.090E-3
Wed Mar 15 06:25:07 2017,1489584307.666375,+296.197,+296.218,+294.983,+295.890,+296.975,1.080E-3
Wed Mar 15 06:25:09 2017,1489584309.168913,+296.198,+296.218,+294.984,+295.890,+296.975,1.080E-3
Wed Mar 15 06:25:10 2017,1489584310.67155,+296.197,+296.217,+294.984,+295.890,+296.975,1.090E-3
Wed Mar 15 06:25:12 2017,1489584312.174095,+296.197,+296.217,+294.984,+295.890,+296.975,1.080E-3
Wed Mar 15 06:25:13 2017,1489584313.676649,+296.197,+296.218,+294.984,+295.890,+296.975,1.080E-3
Wed Mar 15 06:25:15 2017,1489584315.179235,+296.198,+296.217,+294.984,+295.890,+296.975,1.090E-3
Wed Mar 15 06:25:16 2017,1489584316.681848,+296.198,+296.217,+294.984,+295.891,+296.975,1.080E-3
Wed Mar 15 06:25:18 2017,1489584318.184441,+296.197,+296.217,+294.984,+295.890,+296.975,1.080E-3
Wed Mar 15 06:25:19 2017,1489584319.687046,+296.197,+296.218,+294.984,+295.890,+296.975,1.090E-3
Wed Mar 15 06:25:21 2017,1489584321.189624,+296.197,+296.218,+294.984,+295.890,+296.975,1.090E-3
Wed Mar 15 06:25:22 2017,1489584322.692233,+296.197,+296.218,+294.984,+295.890,+296.975,1.080E-3
Wed Mar 15 06:25:24 2017,1489584324.194817,+296.198,+296.218,+294.984,+295.890,+296.975,1.090E-3
Wed Mar 15 06:25:25 2017,1489584325.697416,+296.198,+296.218,+294.984,+295.891,+296.975,1.090E-3
Wed Mar 15 06:25:27 2017,1489584327.199986,+296.197,+296.218,+294.983,+295.890,+296.975,1.080E-3
Wed Mar 15 06:25:28 2017,1489584328.702581,+296.198,+296.218,+294.984,+295.890,+296.975,1.090E-3
Wed Mar 15 06:25:30 2017,1489584330.205134,+296.198,+296.218,+294.984,+295.890,+296.975,1.090E-3
Wed Mar 15 06:25:31 2017,1489584331.70784,+296.197,+296.218,+294.984,+295.891,+296.975,1.090E-3
Wed Mar 15 06:25:33 2017,1489584333.210337,+296.197,+296.218,+294.984,+295.890,+296.975,1.080E-3
Wed Mar 15 06:25:34 2017,1489584334.712948,+296.197,+296.218,+294.984,+295.891,+296.975,1.090E-3
Wed Mar 15 06:25:36 2017,1489584336.215499,+296.198,+296.218,+294.984,+295.891,+296.975,1.090E-3
Wed Mar 15 06:25:37 2017,1489584337.718065,+296.198,+296.218,+294.985,+295.891,+296.975,1.090E-3
Wed Mar 15 06:25:39 2017,1489584339.220641,+296.198,+296.218,+294.985,+295.891,+296.975,1.090E-3
Wed Mar 15 06:25:40 2017,1489584340.723289,+296.198,+296.218,+294.985,+295.891,+296.975,1.090E-3
Wed Mar 15 06:25:42 2017,1489584342.225921,+296.198,+296.218,+294.985,+295.890,+296.975,1.090E-3
Wed Mar 15 06:25:43 2017,1489584343.728545,+296.198,+296.218,+294.985,+295.890,+296.975,1.080E-3
Wed Mar 15 06:25:45 2017,1489584345.230607,+296.198,+296.218,+294.984,+295.890,+296.975,1.090E-3
Wed Mar 15 06:25:46 2017,1489584346.733218,+296.198,+296.218,+294.984,+295.891,+296.976,1.080E-3
Wed Mar 15 06:25:48 2017,1489584348.235833,+296.198,+296.217,+294.984,+295.891,+296.976,1.080E-3
Wed Mar 15 06:25:49 2017,1489584349.738427,+296.198,+296.218,+294.985,+295.891,+296.976,1.090E-3
Wed Mar 15 06:25:51 2017,1489584351.240941,+296.198,+296.218,+294.985,+295.890,+296.976,1.090E-3
Wed Mar 15 06:25:52 2017,1489584352.743541,+296.198,+296.218,+294.985,+295.890,+296.976,1.090E-3
Wed Mar 15 06:25:54 2017,1489584354.246081,+296.198,+296.218,+294.984,+295.891,+296.976,1.090E-3
Wed Mar 15 06:25:55 2017,1489584355.748688,+296.198,+296.218,+294.984,+295.891,+296.976,1.090E-3
Wed Mar 15 06:25:57 2017,1489584357.251246,+296.198,+296.219,+294.984,+295.891,+296.976,1.080E-3
Wed Mar 15 06:25:58 2017,1489584358.75385,+296.198,+296.218,+294.984,+295.891,+296.976,1.080E-3
Wed Mar 15 06:26:00 2017,1489584360.256384,+296.198,+296.218,+294.984,+295.891,+296.976,1.090E-3
Wed Mar 15 06:26:01 2017,1489584361.758972,+296.198,+296.218,+294.984,+295.891,+296.976,1.080E-3
Wed Mar 15 06:26:03 2017,1489584363.261584,+296.198,+296.218,+294.985,+295.891,+296.976,1.080E-3
Wed Mar 15 06:26:04 2017,1489584364.764181,+296.198,+296.218,+294.984,+295.891,+296.976,1.090E-3
Wed Mar 15 06:26:06 2017,1489584366.266692,+296.198,+296.218,+294.984,+295.891,+296.976,1.090E-3
Wed Mar 15 06:26:07 2017,1489584367.769255,+296.198,+296.218,+294.984,+295.891,+296.976,1.080E-3
Wed Mar 15 06:26:09 2017,1489584369.271794,+296.198,+296.218,+294.984,+295.891,+296.976,1.090E-3
Wed Mar 15 06:26:10 2017,1489584370.774371,+296.198,+296.218,+294.984,+295.891,+296.976,1.090E-3
Wed Mar 15 06:26:12 2017,1489584372.276958,+296.198,+296.218,+294.984,+295.891,+296.976,1.080E-3
Wed Mar 15 06:26:13 2017,1489584373.779489,+296.198,+296.219,+294.984,+295.891,+296.976,1.090E-3
Wed Mar 15 06:26:15 2017,1489584375.282018,+296.198,+296.218,+294.984,+295.891,+296.976,1.090E-3
Wed Mar 15 06:26:16 2017,1489584376.784608,+296.198,+296.218,+294.984,+295.891,+296.976,1.080E-3
Wed Mar 15 06:26:18 2017,1489584378.287197,+296.198,+296.218,+294.984,+295.891,+296.976,1.080E-3
Wed Mar 15 06:26:19 2017,1489584379.789818,+296.198,+296.218,+294.984,+295.891,+296.976,1.090E-3
Wed Mar 15 06:26:21 2017,1489584381.292405,+296.198,+296.219,+294.984,+295.891,+296.976,1.080E-3
Wed Mar 15 06:26:22 2017,1489584382.794933,+296.198,+296.218,+294.984,+295.891,+296.976,1.080E-3
Wed Mar 15 06:26:24 2017,1489584384.297474,+296.198,+296.218,+294.984,+295.891,+296.976,1.090E-3
Wed Mar 15 06:26:25 2017,1489584385.800044,+296.199,+296.218,+294.984,+295.891,+296.976,1.090E-3
Wed Mar 15 06:26:27 2017,1489584387.302622,+296.198,+296.218,+294.984,+295.892,+296.976,1.080E-3
Wed Mar 15 06:26:28 2017,1489584388.80521,+296.199,+296.218,+294.984,+295.891,+296.976,1.090E-3
Wed Mar 15 06:26:30 2017,1489584390.307754,+296.198,+296.218,+294.985,+295.891,+296.976,1.080E-3
Wed Mar 15 06:26:31 2017,1489584391.810334,+296.198,+296.219,+294.984,+295.892,+296.976,1.080E-3
Wed Mar 15 06:26:33 2017,1489584393.312919,+296.198,+296.219,+294.984,+295.891,+296.976,1.080E-3
Wed Mar 15 06:26:34 2017,1489584394.815382,+296.198,+296.219,+294.984,+295.891,+296.976,1.090E-3
Wed Mar 15 06:26:36 2017,1489584396.318112,+296.198,+296.219,+294.984,+295.891,+296.976,1.080E-3
Wed Mar 15 06:26:37 2017,1489584397.820682,+296.198,+296.219,+294.984,+295.891,+296.976,1.080E-3
Wed Mar 15 06:26:39 2017,1489584399.323223,+296.198,+296.218,+294.984,+295.892,+296.976,1.090E-3
Wed Mar 15 06:26:40 2017,1489584400.825844,+296.198,+296.219,+294.984,+295.891,+296.976,1.080E-3
Wed Mar 15 06:26:42 2017,1489584402.328499,+296.198,+296.218,+294.984,+295.891,+296.976,1.080E-3
Wed Mar 15 06:26:43 2017,1489584403.831119,+296.198,+296.218,+294.984,+295.891,+296.976,1.090E-3
Wed Mar 15 06:26:45 2017,1489584405.333664,+296.199,+296.219,+294.984,+295.891,+296.976,1.080E-3
Wed Mar 15 06:26:46 2017,1489584406.836168,+296.199,+296.218,+294.984,+295.891,+296.976,1.080E-3
Wed Mar 15 06:26:48 2017,1489584408.33873,+296.198,+296.218,+294.984,+295.891,+296.976,1.090E-3
Wed Mar 15 06:26:49 2017,1489584409.84135,+296.198,+296.219,+294.984,+295.891,+296.976,1.090E-3
Wed Mar 15 06:26:51 2017,1489584411.343936,+296.198,+296.219,+294.985,+295.891,+296.976,1.080E-3
Wed Mar 15 06:26:52 2017,1489584412.846404,+296.198,+296.219,+294.985,+295.891,+296.976,1.080E-3
Wed Mar 15 06:26:54 2017,1489584414.348956,+296.198,+296.219,+294.985,+295.891,+296.976,1.090E-3
Wed Mar 15 06:26:55 2017,1489584415.851531,+296.198,+296.218,+294.985,+295.891,+296.976,1.080E-3
Wed Mar 15 06:26:57 2017,1489584417.35412,+296.198,+296.218,+294.984,+295.891,+296.976,1.080E-3
Wed Mar 15 06:26:58 2017,1489584418.85673,+296.198,+296.219,+294.985,+295.891,+296.976,1.090E-3
Wed Mar 15 06:27:00 2017,1489584420.359301,+296.198,+296.218,+294.985,+295.891,+296.976,1.080E-3
Wed Mar 15 06:27:01 2017,1489584421.861769,+296.198,+296.219,+294.985,+295.891,+296.976,1.080E-3
Wed Mar 15 06:27:03 2017,1489584423.364229,+296.198,+296.219,+294.984,+295.891,+296.976,1.080E-3
Wed Mar 15 06:27:04 2017,1489584424.866808,+296.199,+296.219,+294.985,+295.891,+296.976,1.090E-3
Wed Mar 15 06:27:06 2017,1489584426.369326,+296.199,+296.218,+294.985,+295.891,+296.976,1.080E-3
Wed Mar 15 06:27:07 2017,1489584427.871969,+296.198,+296.218,+294.985,+295.891,+296.976,1.080E-3
Wed Mar 15 06:27:09 2017,1489584429.374533,+296.199,+296.219,+294.985,+295.891,+296.976,1.080E-3
Wed Mar 15 06:27:10 2017,1489584430.877127,+296.199,+296.218,+294.984,+295.891,+296.976,1.080E-3
Wed Mar 15 06:27:12 2017,1489584432.379698,+296.198,+296.218,+294.984,+295.891,+296.976,1.080E-3
Wed Mar 15 06:27:13 2017,1489584433.882283,+296.198,+296.219,+294.984,+295.891,+296.976,1.090E-3
Wed Mar 15 06:27:15 2017,1489584435.384814,+296.198,+296.219,+294.984,+295.891,+296.976,1.080E-3
Wed Mar 15 06:27:16 2017,1489584436.887397,+296.198,+296.219,+294.984,+295.891,+296.976,1.080E-3
Wed Mar 15 06:27:18 2017,1489584438.390019,+296.198,+296.219,+294.984,+295.891,+296.976,1.080E-3
Wed Mar 15 06:27:19 2017,1489584439.892634,+296.198,+296.219,+294.984,+295.891,+296.976,1.080E-3
Wed Mar 15 06:27:21 2017,1489584441.39517,+296.198,+296.219,+294.984,+295.891,+296.976,1.080E-3
Wed Mar 15 06:27:22 2017,1489584442.897697,+296.199,+296.219,+294.985,+295.891,+296.976,1.080E-3
Wed Mar 15 06:27:24 2017,1489584444.400244,+296.199,+296.219,+294.985,+295.891,+296.976,1.080E-3
Wed Mar 15 06:27:25 2017,1489584445.902839,+296.199,+296.219,+294.985,+295.891,+296.976,1.080E-3
Wed Mar 15 06:27:27 2017,1489584447.405414,+296.199,+296.219,+294.985,+295.891,+296.976,1.080E-3
Wed Mar 15 06:27:28 2017,1489584448.907993,+296.199,+296.219,+294.985,+295.891,+296.976,1.080E-3
Wed Mar 15 06:27:30 2017,1489584450.410574,+296.198,+296.219,+294.985,+295.891,+296.976,1.080E-3
Wed Mar 15 06:27:31 2017,1489584451.913194,+296.198,+296.218,+294.985,+295.892,+296.976,1.080E-3
Wed Mar 15 06:27:33 2017,1489584453.415715,+296.198,+296.219,+294.985,+295.892,+296.976,1.080E-3
Wed Mar 15 06:27:34 2017,1489584454.918319,+296.198,+296.219,+294.985,+295.892,+296.976,1.080E-3
Wed Mar 15 06:27:36 2017,1489584456.4209,+296.199,+296.219,+294.985,+295.892,+296.977,1.080E-3
Wed Mar 15 06:27:37 2017,1489584457.92347,+296.199,+296.219,+294.985,+295.892,+296.977,1.080E-3
Wed Mar 15 06:27:39 2017,1489584459.426033,+296.199,+296.219,+294.985,+295.892,+296.977,1.080E-3
Wed Mar 15 06:27:40 2017,1489584460.928629,+296.199,+296.219,+294.985,+295.892,+296.977,1.070E-3
Wed Mar 15 06:27:42 2017,1489584462.431199,+296.199,+296.219,+294.985,+295.892,+296.977,1.080E-3
Wed Mar 15 06:27:43 2017,1489584463.933675,+296.199,+296.219,+294.985,+295.892,+296.977,1.080E-3
Wed Mar 15 06:27:45 2017,1489584465.436313,+296.199,+296.219,+294.985,+295.892,+296.977,1.070E-3
Wed Mar 15 06:27:46 2017,1489584466.938897,+296.199,+296.219,+294.985,+295.892,+296.977,1.070E-3
Wed Mar 15 06:27:48 2017,1489584468.441458,+296.199,+296.219,+294.985,+295.892,+296.977,1.080E-3
Wed Mar 15 06:27:49 2017,1489584469.94401,+296.199,+296.219,+294.985,+295.893,+296.977,1.070E-3
Wed Mar 15 06:27:51 2017,1489584471.446591,+296.199,+296.219,+294.985,+295.893,+296.977,1.080E-3
Wed Mar 15 06:27:52 2017,1489584472.949237,+296.199,+296.219,+294.985,+295.892,+296.977,1.070E-3
Wed Mar 15 06:27:54 2017,1489584474.451809,+296.199,+296.219,+294.985,+295.892,+296.977,1.070E-3
Wed Mar 15 06:27:55 2017,1489584475.954419,+296.199,+296.219,+294.985,+295.892,+296.977,1.080E-3
Wed Mar 15 06:27:57 2017,1489584477.456984,+296.199,+296.219,+294.985,+295.893,+296.977,1.080E-3
Wed Mar 15 06:27:58 2017,1489584478.959454,+296.199,+296.219,+294.985,+295.892,+296.977,1.070E-3
Wed Mar 15 06:28:00 2017,1489584480.462016,+296.199,+296.219,+294.985,+295.892,+296.977,1.080E-3
Wed Mar 15 06:28:01 2017,1489584481.96369,+296.199,+296.219,+294.985,+295.892,+296.977,1.080E-3
Wed Mar 15 06:28:03 2017,1489584483.466213,+296.199,+296.219,+294.985,+295.892,+296.977,1.070E-3
Wed Mar 15 06:28:04 2017,1489584484.968833,+296.199,+296.219,+294.985,+295.893,+296.977,1.080E-3
Wed Mar 15 06:28:06 2017,1489584486.471453,+296.199,+296.219,+294.985,+295.893,+296.977,1.080E-3
Wed Mar 15 06:28:07 2017,1489584487.974044,+296.199,+296.219,+294.985,+295.892,+296.977,1.070E-3
Wed Mar 15 06:28:09 2017,1489584489.47662,+296.199,+296.219,+294.985,+295.892,+296.977,1.070E-3
Wed Mar 15 06:28:10 2017,1489584490.979235,+296.199,+296.219,+294.985,+295.892,+296.977,1.080E-3
Wed Mar 15 06:28:12 2017,1489584492.481769,+296.199,+296.219,+294.985,+295.892,+296.977,1.070E-3
Wed Mar 15 06:28:13 2017,1489584493.984256,+296.199,+296.219,+294.985,+295.892,+296.977,1.070E-3
Wed Mar 15 06:28:15 2017,1489584495.48679,+296.199,+296.219,+294.985,+295.892,+296.977,1.080E-3
Wed Mar 15 06:28:16 2017,1489584496.989328,+296.199,+296.219,+294.986,+295.892,+296.977,1.080E-3
Wed Mar 15 06:28:18 2017,1489584498.491855,+296.199,+296.219,+294.985,+295.892,+296.977,1.070E-3
Wed Mar 15 06:28:19 2017,1489584499.994413,+296.199,+296.219,+294.985,+295.892,+296.977,1.080E-3
Wed Mar 15 06:28:21 2017,1489584501.496961,+296.199,+296.219,+294.985,+295.892,+296.977,1.080E-3
Wed Mar 15 06:28:22 2017,1489584502.999438,+296.199,+296.219,+294.985,+295.893,+296.977,1.070E-3
Wed Mar 15 06:28:24 2017,1489584504.501984,+296.199,+296.219,+294.984,+295.893,+296.977,1.070E-3
Wed Mar 15 06:28:26 2017,1489584506.004579,+296.199,+296.219,+294.985,+295.893,+296.977,1.080E-3
Wed Mar 15 06:28:27 2017,1489584507.507128,+296.199,+296.219,+294.984,+295.893,+296.977,1.070E-3
Wed Mar 15 06:28:29 2017,1489584509.009682,+296.199,+296.219,+294.985,+295.893,+296.977,1.070E-3
Wed Mar 15 06:28:30 2017,1489584510.512254,+296.199,+296.220,+294.984,+295.893,+296.977,1.080E-3
Wed Mar 15 06:28:32 2017,1489584512.014226,+296.199,+296.219,+294.984,+295.892,+296.977,1.070E-3
Wed Mar 15 06:28:33 2017,1489584513.516726,+296.200,+296.218,+294.984,+295.893,+296.977,1.070E-3
Wed Mar 15 06:28:35 2017,1489584515.019312,+296.199,+296.219,+294.985,+295.893,+296.977,1.080E-3
Wed Mar 15 06:28:36 2017,1489584516.521925,+296.199,+296.219,+294.984,+295.893,+296.977,1.080E-3
Wed Mar 15 06:28:38 2017,1489584518.024522,+296.200,+296.219,+294.984,+295.892,+296.977,1.070E-3
Wed Mar 15 06:28:39 2017,1489584519.527102,+296.199,+296.220,+294.985,+295.893,+296.977,1.070E-3
Wed Mar 15 06:28:41 2017,1489584521.029697,+296.199,+296.220,+294.985,+295.892,+296.977,1.080E-3
Wed Mar 15 06:28:42 2017,1489584522.531629,+296.199,+296.219,+294.984,+295.892,+296.977,1.070E-3
Wed Mar 15 06:28:44 2017,1489584524.034168,+296.199,+296.220,+294.984,+295.893,+296.977,1.070E-3
Wed Mar 15 06:28:45 2017,1489584525.536727,+296.199,+296.220,+294.984,+295.893,+296.977,1.080E-3
Wed Mar 15 06:28:47 2017,1489584527.039272,+296.199,+296.220,+294.984,+295.892,+296.977,1.070E-3
Wed Mar 15 06:28:48 2017,1489584528.541759,+296.199,+296.219,+294.984,+295.892,+296.977,1.070E-3
Wed Mar 15 06:28:50 2017,1489584530.044393,+296.199,+296.219,+294.984,+295.892,+296.977,1.080E-3
Wed Mar 15 06:28:51 2017,1489584531.546892,+296.199,+296.220,+294.984,+295.893,+296.977,1.070E-3
Wed Mar 15 06:28:53 2017,1489584533.049483,+296.199,+296.219,+294.985,+295.892,+296.977,1.070E-3
Wed Mar 15 06:28:54 2017,1489584534.552051,+296.199,+296.220,+294.985,+295.892,+296.977,1.080E-3
Wed Mar 15 06:28:56 2017,1489584536.054842,+296.199,+296.219,+294.985,+295.893,+296.977,1.080E-3
Wed Mar 15 06:28:57 2017,1489584537.557403,+296.199,+296.220,+294.985,+295.893,+296.977,1.070E-3
Wed Mar 15 06:28:59 2017,1489584539.059973,+296.199,+296.220,+294.984,+295.893,+296.977,1.070E-3
Wed Mar 15 06:29:00 2017,1489584540.56255,+296.199,+296.220,+294.984,+295.892,+296.977,1.080E-3
Wed Mar 15 06:29:02 2017,1489584542.065092,+296.199,+296.220,+294.984,+295.892,+296.977,1.070E-3
Wed Mar 15 06:29:03 2017,1489584543.567655,+296.199,+296.220,+294.984,+295.893,+296.977,1.070E-3
Wed Mar 15 06:29:05 2017,1489584545.070205,+296.199,+296.220,+294.984,+295.892,+296.977,1.070E-3
Wed Mar 15 06:29:06 2017,1489584546.572766,+296.199,+296.220,+294.984,+295.892,+296.977,1.070E-3
Wed Mar 15 06:29:08 2017,1489584548.075374,+296.199,+296.219,+294.985,+295.892,+296.977,1.070E-3
Wed Mar 15 06:29:09 2017,1489584549.577965,+296.199,+296.220,+294.985,+295.892,+296.977,1.080E-3
Wed Mar 15 06:29:11 2017,1489584551.080545,+296.199,+296.220,+294.985,+295.893,+296.977,1.080E-3
Wed Mar 15 06:29:12 2017,1489584552.583134,+296.199,+296.219,+294.985,+295.893,+296.977,1.070E-3
Wed Mar 15 06:29:14 2017,1489584554.085716,+296.199,+296.220,+294.984,+295.893,+296.977,1.070E-3
Wed Mar 15 06:29:15 2017,1489584555.588318,+296.199,+296.220,+294.985,+295.893,+296.977,1.080E-3
Wed Mar 15 06:29:17 2017,1489584557.09089,+296.199,+296.220,+294.984,+295.893,+296.977,1.070E-3
Wed Mar 15 06:29:18 2017,1489584558.593497,+296.199,+296.220,+294.984,+295.893,+296.977,1.070E-3
Wed Mar 15 06:29:20 2017,1489584560.096073,+296.199,+296.220,+294.984,+295.892,+296.977,1.080E-3
Wed Mar 15 06:29:21 2017,1489584561.598664,+296.199,+296.220,+294.985,+295.893,+296.977,1.070E-3
Wed Mar 15 06:29:23 2017,1489584563.101224,+296.200,+296.220,+294.985,+295.892,+296.977,1.070E-3
Wed Mar 15 06:29:24 2017,1489584564.603786,+296.200,+296.220,+294.985,+295.893,+296.977,1.080E-3
Wed Mar 15 06:29:26 2017,1489584566.10636,+296.200,+296.220,+294.984,+295.893,+296.977,1.080E-3
Wed Mar 15 06:29:27 2017,1489584567.608955,+296.200,+296.220,+294.984,+295.893,+296.977,1.070E-3
Wed Mar 15 06:29:29 2017,1489584569.111515,+296.199,+296.220,+294.984,+295.893,+296.977,1.070E-3
Wed Mar 15 06:29:30 2017,1489584570.614126,+296.199,+296.220,+294.985,+295.893,+296.977,1.080E-3
Wed Mar 15 06:29:32 2017,1489584572.11667,+296.199,+296.220,+294.984,+295.893,+296.977,1.070E-3
Wed Mar 15 06:29:33 2017,1489584573.619196,+296.200,+296.220,+294.984,+295.892,+296.977,1.070E-3
Wed Mar 15 06:29:35 2017,1489584575.12178,+296.200,+296.220,+294.985,+295.892,+296.977,1.070E-3
Wed Mar 15 06:29:36 2017,1489584576.62342,+296.200,+296.220,+294.985,+295.892,+296.977,1.070E-3
Wed Mar 15 06:29:38 2017,1489584578.12601,+296.200,+296.220,+294.985,+295.892,+296.977,1.060E-3
Wed Mar 15 06:29:39 2017,1489584579.628568,+296.200,+296.220,+294.985,+295.892,+296.977,1.080E-3
Wed Mar 15 06:29:41 2017,1489584581.131149,+296.199,+296.220,+294.985,+295.892,+296.977,1.070E-3
Wed Mar 15 06:29:42 2017,1489584582.633758,+296.199,+296.220,+294.985,+295.893,+296.977,1.060E-3
Wed Mar 15 06:29:44 2017,1489584584.136363,+296.200,+296.220,+294.985,+295.893,+296.977,1.070E-3
Wed Mar 15 06:29:45 2017,1489584585.638935,+296.200,+296.220,+294.985,+295.893,+296.977,1.070E-3
Wed Mar 15 06:29:47 2017,1489584587.141527,+296.200,+296.220,+294.985,+295.893,+296.977,1.080E-3
Wed Mar 15 06:29:48 2017,1489584588.644136,+296.200,+296.220,+294.985,+295.893,+296.977,1.070E-3
Wed Mar 15 06:29:50 2017,1489584590.146696,+296.200,+296.220,+294.985,+295.893,+296.977,1.070E-3
Wed Mar 15 06:29:51 2017,1489584591.649375,+296.200,+296.220,+294.985,+295.892,+296.977,1.080E-3
Wed Mar 15 06:29:53 2017,1489584593.151958,+296.200,+296.220,+294.985,+295.892,+296.977,1.080E-3
Wed Mar 15 06:29:54 2017,1489584594.653828,+296.200,+296.220,+294.985,+295.893,+296.977,1.060E-3
Wed Mar 15 06:29:56 2017,1489584596.156428,+296.200,+296.220,+294.985,+295.892,+296.977,1.070E-3
Wed Mar 15 06:29:57 2017,1489584597.659031,+296.200,+296.220,+294.985,+295.892,+296.977,1.080E-3
Wed Mar 15 06:29:59 2017,1489584599.161615,+296.199,+296.220,+294.985,+295.893,+296.977,1.070E-3
Wed Mar 15 06:30:00 2017,1489584600.66427,+296.199,+296.220,+294.985,+295.892,+296.977,1.070E-3
Wed Mar 15 06:30:02 2017,1489584602.166863,+296.199,+296.220,+294.985,+295.893,+296.977,1.080E-3
Wed Mar 15 06:30:03 2017,1489584603.669499,+296.200,+296.219,+294.985,+295.893,+296.978,1.070E-3
Wed Mar 15 06:30:05 2017,1489584605.172067,+296.199,+296.220,+294.985,+295.893,+296.978,1.070E-3
Wed Mar 15 06:30:06 2017,1489584606.674625,+296.199,+296.220,+294.985,+295.893,+296.978,1.080E-3
Wed Mar 15 06:30:08 2017,1489584608.177206,+296.200,+296.220,+294.985,+295.893,+296.978,1.070E-3
Wed Mar 15 06:30:09 2017,1489584609.679677,+296.200,+296.220,+294.985,+295.893,+296.978,1.060E-3
Wed Mar 15 06:30:11 2017,1489584611.182309,+296.200,+296.220,+294.985,+295.894,+296.978,1.070E-3
Wed Mar 15 06:30:12 2017,1489584612.684874,+296.200,+296.220,+294.985,+295.893,+296.978,1.070E-3
Wed Mar 15 06:30:14 2017,1489584614.187451,+296.200,+296.220,+294.985,+295.893,+296.978,1.060E-3
